,Term,is_about_nationality,is_about_ethnicity,is_about_religion,is_about_gender,is_about_sexual_orientation,is_about_disability,is_about_class
794,globalists,1.0,0.0,1.0,0.0,0.0,0.0,0.0
795,golliwogs,0.0,1.0,0.0,0.0,0.0,0.0,0.0
796,goobers,0.0,0.0,0.0,0.0,0.0,0.0,0.0
797,gook eyes,0.0,1.0,0.0,0.0,0.0,0.0,0.0
798,gins,0.0,1.0,0.0,0.0,0.0,0.0,0.0
799,ginzos,1.0,1.0,0.0,0.0,0.0,0.0,0.0
800,gippos,0.0,1.0,0.0,0.0,0.0,0.0,0.0
801,gipps,0.0,1.0,0.0,0.0,0.0,0.0,0.0
802,ghosts,0.0,1.0,0.0,0.0,0.0,0.0,0.0
803,gimps,0.0,0.0,0.0,0.0,0.0,1.0,0.0
804,gimpy,0.0,0.0,0.0,0.0,0.0,1.0,0.0
805,gin jockeys,0.0,1.0,0.0,0.0,0.0,0.0,0.0
806,gingers,0.0,1.0,0.0,0.0,0.0,0.0,0.0
807,Gerudos,0.0,0.0,1.0,0.0,0.0,0.0,0.0
808,gews,1.0,1.0,1.0,0.0,0.0,0.0,0.0
809,ghetto hamsters,0.0,1.0,0.0,0.0,0.0,0.0,0.0
810,ghey,0.0,0.0,0.0,0.0,1.0,0.0,0.0
811,fuzzy wuzzies,0.0,1.0,0.0,0.0,0.0,0.0,0.0
812,gables,0.0,1.0,0.0,0.0,0.0,0.0,0.0
813,gashes,0.0,0.0,0.0,1.0,0.0,0.0,0.0
814,gaylord,0.0,0.0,0.0,0.0,1.0,0.0,0.0
815,gaylords,0.0,0.0,0.0,0.0,1.0,0.0,0.0
816,fuzzies,0.0,1.0,0.0,0.0,0.0,0.0,0.0
817,frogs,0.0,1.0,0.0,0.0,0.0,0.0,0.0
818,fruits,0.0,0.0,0.0,0.0,1.0,0.0,0.0
819,fudgepackers,0.0,0.0,0.0,1.0,1.0,0.0,0.0
820,FOBs,1.0,0.0,0.0,0.0,0.0,0.0,0.0
821,fog niggers,1.0,1.0,0.0,0.0,0.0,0.0,0.0
822,four by twos,0.0,1.0,1.0,0.0,0.0,0.0,0.0
823,fezzes,0.0,1.0,0.0,0.0,0.0,0.0,0.0
824,flipabeanos,1.0,0.0,0.0,0.0,0.0,0.0,0.0
825,flips,1.0,0.0,0.0,0.0,0.0,0.0,0.0
826,fags,0.0,0.0,0.0,0.0,1.0,0.0,0.0
827,fairies,0.0,0.0,0.0,0.0,1.0,0.0,0.0
828,eyeties,1.0,1.0,0.0,0.0,0.0,0.0,0.0
829,fagbags,0.0,0.0,0.0,0.0,1.0,0.0,0.0
830,faggots,0.0,0.0,0.0,0.0,1.0,0.0,0.0
831,faggy,0.0,0.0,0.0,0.0,1.0,0.0,0.0
832,dyke jumpers,1.0,0.0,0.0,0.0,0.0,0.0,0.0
833,dykes,0.0,0.0,0.0,1.0,1.0,0.0,0.0
834,eggs,0.0,1.0,0.0,0.0,0.0,0.0,0.0
835,eh holes,1.0,0.0,0.0,0.0,0.0,0.0,0.0
836,eight balls,0.0,1.0,0.0,0.0,0.0,0.0,0.0
837,dole bludgers,0.0,0.0,0.0,0.0,0.0,0.0,1.0
838,dune coons,0.0,1.0,0.0,0.0,0.0,0.0,0.0
839,dune niggers,0.0,1.0,0.0,0.0,0.0,0.0,0.0
840,divs,0.0,0.0,0.0,0.0,0.0,0.0,1.0
841,divvies,0.0,0.0,0.0,0.0,0.0,0.0,1.0
842,dogans,1.0,0.0,1.0,0.0,0.0,0.0,0.0
843,doguns,1.0,0.0,1.0,0.0,0.0,0.0,0.0
844,dhimmis,0.0,0.0,0.0,0.0,0.0,0.0,0.0
845,diaper heads,0.0,1.0,0.0,0.0,0.0,0.0,0.0
846,dindu,0.0,1.0,0.0,0.0,0.0,0.0,0.0
847,dinges,0.0,1.0,0.0,0.0,0.0,0.0,0.0
848,dingo fuckers,1.0,0.0,0.0,0.0,0.0,0.0,0.0
849,Cushites,0.0,1.0,0.0,0.0,0.0,0.0,0.0
850,dagos,0.0,1.0,0.0,0.0,0.0,0.0,0.0
851,darkies,0.0,1.0,0.0,0.0,0.0,0.0,0.0
852,degos,0.0,1.0,0.0,0.0,0.0,0.0,0.0
853,curry munchers,0.0,1.0,0.0,0.0,0.0,0.0,0.0
854,curry slurpers,0.0,1.0,0.0,0.0,0.0,0.0,0.0
855,curry stinkers,0.0,1.0,0.0,0.0,0.0,0.0,0.0
856,Cushis,0.0,1.0,0.0,0.0,0.0,0.0,0.0
857,crows,0.0,1.0,0.0,0.0,0.0,0.0,0.0
858,cunts,0.0,0.0,0.0,1.0,0.0,0.0,0.0
859,cotton pickers,0.0,1.0,0.0,0.0,0.0,0.0,0.0
860,cow kissers,1.0,1.0,0.0,0.0,0.0,0.0,0.0
861,cowboy killers,0.0,1.0,0.0,0.0,0.0,0.0,0.0
862,crackers,0.0,1.0,0.0,0.0,0.0,0.0,1.0
863,Congoids,0.0,1.0,0.0,0.0,0.0,0.0,0.0
864,coolies,0.0,1.0,0.0,0.0,0.0,0.0,0.0
865,coonadians,0.0,1.0,0.0,0.0,0.0,0.0,0.0
866,coons,0.0,1.0,0.0,0.0,0.0,0.0,0.0
867,cocoas,0.0,1.0,0.0,0.0,0.0,0.0,0.0
868,coconuts,0.0,1.0,0.0,0.0,0.0,0.0,0.0
869,coloreds,0.0,1.0,0.0,0.0,0.0,0.0,0.0
870,coloureds,0.0,1.0,0.0,0.0,0.0,0.0,0.0
871,conchudas,0.0,0.0,0.0,1.0,0.0,0.0,0.0
872,closetfags,0.0,0.0,0.0,0.0,1.0,0.0,0.0
873,cocksuckers,0.0,0.0,0.0,0.0,1.0,0.0,0.0
874,Cocoa Puffs,0.0,1.0,0.0,0.0,0.0,0.0,0.0
875,clams,0.0,0.0,1.0,0.0,0.0,0.0,0.0
876,clog wogs,1.0,1.0,0.0,0.0,0.0,0.0,0.0
877,closet fags,0.0,0.0,0.0,0.0,1.0,0.0,0.0
878,chonkies,1.0,1.0,0.0,0.0,0.0,0.0,0.0
879,Christ killers,0.0,1.0,1.0,0.0,0.0,0.0,0.0
880,chugs,0.0,1.0,0.0,0.0,0.0,0.0,0.0
881,chunkies,1.0,1.0,0.0,0.0,0.0,0.0,0.0
882,clamheads,0.0,0.0,1.0,0.0,0.0,0.0,0.0
883,cholo chasers,0.0,1.0,0.0,0.0,0.0,0.0,0.0
884,cholo chasing,0.0,1.0,0.0,0.0,0.0,0.0,0.0
885,Chinamen,1.0,0.0,0.0,0.0,0.0,0.0,0.0
886,Chinese wetbacks,1.0,1.0,0.0,0.0,0.0,0.0,0.0
887,ching chongs,0.0,1.0,0.0,0.0,0.0,0.0,0.0
888,chinigs,1.0,1.0,0.0,0.0,0.0,0.0,0.0
889,chink a billies,1.0,1.0,0.0,0.0,0.0,0.0,1.0
890,chee chees,0.0,1.0,0.0,0.0,0.0,0.0,0.0
891,chi chis,0.0,1.0,0.0,0.0,0.0,0.0,0.0
892,chiggers,1.0,1.0,0.0,0.0,0.0,0.0,0.0
893,chili shitters,0.0,1.0,0.0,0.0,0.0,0.0,0.0
894,chimped-out,0.0,1.0,0.0,0.0,0.0,0.0,0.0
895,celestials,1.0,1.0,0.0,0.0,0.0,0.0,0.0
896,charvas,0.0,0.0,0.0,0.0,0.0,0.0,1.0
897,charvers,0.0,0.0,0.0,0.0,0.0,0.0,1.0
898,chavs,0.0,0.0,0.0,0.0,0.0,0.0,1.0
899,carrot snappers,0.0,0.0,1.0,0.0,0.0,0.0,1.0
900,Caublasians,0.0,1.0,0.0,0.0,0.0,0.0,0.0
901,cave niggers,0.0,1.0,0.0,0.0,0.0,0.0,1.0
902,camel jockeys,0.0,1.0,0.0,0.0,0.0,0.0,0.0
903,can eaters,0.0,1.0,0.0,0.0,0.0,0.0,0.0
904,carpet pilots,0.0,1.0,0.0,0.0,0.0,0.0,0.0
905,cab niggers,0.0,1.0,0.0,0.0,0.0,0.0,0.0
906,camel cowboys,0.0,1.0,0.0,0.0,0.0,0.0,0.0
907,camel fuckers,1.0,1.0,1.0,0.0,0.0,0.0,0.0
908,camel humpers,0.0,1.0,0.0,0.0,0.0,0.0,0.0
909,camel jackers,0.0,1.0,0.0,0.0,0.0,0.0,0.0
910,bungas,0.0,1.0,0.0,0.0,0.0,0.0,0.0
911,bungs,0.0,1.0,0.0,0.0,0.0,0.0,0.0
912,burrheads,0.0,1.0,0.0,0.0,0.0,0.0,0.0
913,butt pirates,0.0,0.0,0.0,1.0,1.0,0.0,0.0
914,butterheads,1.0,1.0,0.0,0.0,0.0,0.0,0.0
915,Buddhaheads,0.0,1.0,0.0,0.0,0.0,0.0,0.0
916,bug eaters,0.0,1.0,0.0,0.0,0.0,0.0,0.0
917,buk buks,1.0,1.0,0.0,0.0,0.0,0.0,0.0
918,bumblebees,0.0,1.0,0.0,0.0,0.0,0.0,0.0
919,brownies,0.0,1.0,0.0,0.0,0.0,0.0,0.0
920,bubbles,1.0,1.0,0.0,0.0,0.0,0.0,0.0
921,bucketheads,1.0,1.0,0.0,0.0,0.0,0.0,0.0
922,buckras,0.0,1.0,0.0,0.0,0.0,0.0,0.0
923,bucks,0.0,1.0,0.0,0.0,0.0,0.0,0.0
924,brown invader,0.0,1.0,0.0,0.0,0.0,0.0,0.0
925,brown invaders,0.0,1.0,0.0,0.0,0.0,0.0,0.0
926,border niggers,0.0,1.0,0.0,0.0,0.0,0.0,0.0
927,Bounty bars,0.0,1.0,0.0,0.0,0.0,0.0,0.0
928,boxheads,1.0,0.0,0.0,0.0,0.0,0.0,0.0
929,brass ankles,0.0,1.0,0.0,0.0,0.0,0.0,0.0
930,boos,0.0,1.0,0.0,0.0,0.0,0.0,0.0
931,bootlips,0.0,1.0,0.0,0.0,0.0,0.0,0.0
932,border bunnies,0.0,1.0,0.0,0.0,0.0,0.0,0.0
933,border hoppers,0.0,1.0,0.0,0.0,0.0,0.0,0.0
934,border jumpers,0.0,1.0,0.0,0.0,0.0,0.0,0.0
935,booners,1.0,0.0,0.0,0.0,0.0,0.0,1.0
936,boongas,0.0,1.0,0.0,0.0,0.0,0.0,0.0
937,boongs,0.0,1.0,0.0,0.0,0.0,0.0,0.0
938,boonies,0.0,1.0,0.0,0.0,0.0,0.0,0.0
939,boons,1.0,0.0,0.0,0.0,0.0,0.0,1.0
940,bongs,0.0,1.0,0.0,0.0,0.0,0.0,0.0
941,boojies,0.0,1.0,0.0,0.0,0.0,0.0,1.0
942,book books,1.0,1.0,0.0,0.0,0.0,0.0,0.0
943,bog hoppers,1.0,0.0,0.0,0.0,0.0,0.0,1.0
944,bog jumpers,1.0,0.0,0.0,0.0,0.0,0.0,1.0
945,bog trotters,1.0,0.0,0.0,0.0,0.0,0.0,1.0
946,bogans,1.0,1.0,0.0,0.0,0.0,0.0,1.0
947,bohunks,1.0,1.0,0.0,0.0,0.0,0.0,0.0
948,blaxicans,1.0,1.0,0.0,0.0,0.0,0.0,0.0
949,blockheads,1.0,0.0,0.0,0.0,0.0,0.0,0.0
950,bludgers,0.0,0.0,0.0,0.0,0.0,0.0,1.0
951,blue gums,0.0,1.0,0.0,0.0,0.0,0.0,0.0
952,bluegums,0.0,1.0,0.0,0.0,0.0,0.0,0.0
953,black Barbies,0.0,1.0,0.0,0.0,0.0,0.0,0.0
954,black dagos,1.0,1.0,0.0,0.0,0.0,0.0,0.0
955,black invaders,0.0,1.0,0.0,0.0,0.0,0.0,0.0
956,bints,0.0,0.0,0.0,1.0,0.0,0.0,0.0
957,birds,0.0,0.0,0.0,1.0,0.0,0.0,0.0
958,bix noods,0.0,1.0,0.0,0.0,0.0,0.0,0.0
959,bhremptis,1.0,1.0,0.0,0.0,0.0,0.0,0.0
960,beaner shnitzels,1.0,1.0,0.0,0.0,0.0,0.0,0.0
961,beaners,0.0,1.0,0.0,0.0,0.0,0.0,0.0
962,beanies,0.0,1.0,0.0,0.0,0.0,0.0,0.0
963,Bengalis,1.0,1.0,1.0,0.0,0.0,0.0,0.0
964,beach niggers,0.0,1.0,0.0,0.0,0.0,0.0,0.0
965,bean dippers,0.0,1.0,0.0,0.0,0.0,0.0,0.0
966,beaner babies,0.0,1.0,0.0,0.0,0.0,0.0,0.0
967,beaner baby,0.0,1.0,0.0,0.0,0.0,0.0,0.0
968,banana benders,1.0,0.0,0.0,0.0,0.0,0.0,0.0
969,banana landers,1.0,0.0,0.0,0.0,0.0,0.0,0.0
970,bananas,0.0,1.0,0.0,0.0,0.0,0.0,0.0
971,bamboo coons,1.0,1.0,0.0,0.0,0.0,0.0,0.0
972,Aunt Janes,0.0,1.0,0.0,0.0,0.0,0.0,0.0
973,Aunt Jemimas,0.0,1.0,0.0,0.0,0.0,0.0,0.0
974,Aunt Marys,0.0,1.0,0.0,0.0,0.0,0.0,0.0
975,Aunt Sallys,0.0,1.0,0.0,0.0,0.0,0.0,0.0
976,azns,0.0,1.0,0.0,0.0,0.0,0.0,0.0
977,Argies,1.0,0.0,0.0,0.0,0.0,0.0,0.0
978,Armos,0.0,1.0,0.0,0.0,0.0,0.0,0.0
979,Anglos,0.0,1.0,0.0,0.0,0.0,0.0,0.0
980,Anns,0.0,1.0,0.0,0.0,0.0,0.0,0.0
981,apes,0.0,1.0,0.0,0.0,0.0,0.0,0.0
982,apples,0.0,1.0,0.0,0.0,0.0,0.0,0.0
983,Amos,0.0,0.0,1.0,0.0,0.0,0.0,0.0
984,anchor babies,0.0,1.0,0.0,0.0,0.0,0.0,0.0
985,Angies,0.0,1.0,0.0,0.0,0.0,0.0,0.0
986,Americoons,0.0,1.0,0.0,0.0,0.0,0.0,0.0
987,Ahabs,0.0,0.0,0.0,0.0,0.0,0.0,0.0
988,albinos,0.0,1.0,0.0,0.0,0.0,0.0,0.0
989,abos,0.0,1.0,0.0,0.0,0.0,0.0,0.0
990,African catfishes,0.0,1.0,1.0,0.0,0.0,0.0,0.0
991,Africoons,0.0,1.0,0.0,0.0,0.0,0.0,0.0
992,Afro-Saxons,0.0,1.0,0.0,0.0,0.0,0.0,0.0
993,afs,0.0,1.0,0.0,0.0,0.0,0.0,0.0
994,abbos,0.0,1.0,0.0,0.0,0.0,0.0,0.0
995,ABCDs,0.0,1.0,0.0,0.0,0.0,0.0,0.0
996,ziojew,0.0,1.0,1.0,0.0,0.0,0.0,0.0
997,yard ape,0.0,1.0,0.0,0.0,0.0,0.0,0.0
998,yellow invader,0.0,1.0,0.0,0.0,0.0,0.0,0.0
999,wegro,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1000,whigga,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1001,tree nigger,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1002,wapanese,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1003,suspook,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1004,taco nigger,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1005,sheboon,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1006,sand nip,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1007,reffo,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1008,rice nigger,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1009,red nigger,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1010,pavement ape,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1011,Palestinkian,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1012,niggera,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1013,niggerette,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1014,niggerfag,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1015,niggerize,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1016,niggerwool,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1017,nigger-knock,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1018,nappyhead,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1019,muzzpig,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1020,muzzrat,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1021,muzzy,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1022,musla,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1023,muslimal,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1024,kneegrow,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1025,jewbag,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1026,jew-fucker,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1027,honklet,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1028,hori,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1029,guidette,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1030,gash,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1031,gay,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1032,gimp,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1033,fudgepacker,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1034,flipabeano,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1035,fagbag,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1036,derka derka,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1037,dindu nuffin,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1038,coonadian,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1039,clog wog,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1040,cocksucker,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1041,Congoid,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1042,chimp-out,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1043,cholo chaser,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1044,chimp pack,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1045,butt pirate,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1046,bootlip,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1047,black invader,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1048,tynekere,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1049,tynkard,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1050,tynkare,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1051,Rhine monkey,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1052,proddywhoddy,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1053,pommie grant,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1054,bhrempti,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1055,mongol,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1056,blue gum,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1057,nafri,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1058,flip,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1059,globalist,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1060,holohoax,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1061,bint,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1062,latrino,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1063,conchuda,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1064,closetfag,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1065,closet fag,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1066,tyncar,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1067,chi chi,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1068,MTN,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1069,harambe,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1070,Hunyock,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1071,moss eater,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1072,proddywoddy,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1073,divvy,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1074,div,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1075,spickaboo,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1076,chinig,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1077,ZOG lover,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1078,sideways cooter,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1079,kotiya,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1080,gook eye,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1081,jigarooni,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1082,smoked Irish,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1083,oven dodger,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1084,Russellite ,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1085,ghetto hamster,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1086,roofucker,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1087,ikey mo,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1088,plastic paddy,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1089,paddy,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1090,gin jockey,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1091,Honyock,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1092,zigabo,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1093,smoked Irishman,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1094,dyke jumper,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1095,border nigger,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1096,Amo,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1097,cave nigger,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1098,Caublasian,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1099,carrot snapper,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1100,camel fucker,1.0,1.0,1.0,0.0,0.0,0.0,0.0
1101,ice monkey,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1102,butterhead,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1103,buk buk,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1104,buckra,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1105,brass ankle,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1106,boon,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1107,booner,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1108,slopehead,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1109,dune nigger,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1110,nitchee,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1111,zippohead,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1112,bog jumper,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1113,bog hopper,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1114,dole bludger,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1115,bludger,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1116,blaxican,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1117,bix nood,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1118,fog nigger,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1119,beaner shnitzel,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1120,bean dipper,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1121,beach nigger,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1122,banjo lips,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1123,banana lander,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1124,banana bender,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1125,Buddhahead,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1126,mackerel snapper ,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1127,camel jacker,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1128,Hunyak,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1129,wiggerette,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1130,pohm,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1131,semihole,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1132,Armo,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1133,chink a billy,1.0,1.0,0.0,0.0,0.0,0.0,1.0
1134,Chinese wetback,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1135,tinkard,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1136,lubra,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1137,eh hole,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1138,cab nigger,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1139,Jim Fish,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1140,cow kisser,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1141,mockie,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1142,dogun,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1143,bong,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1144,boong,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1145,boonga,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1146,bung,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1147,curry slurper,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1148,mockey,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1149,spigotty,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1150,Jewbacca,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1151,bamboo coon,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1152,four by two,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1153,quashie,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1154,Leb,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1155,muk,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1156,popolo,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1157,burrhead,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1158,mud person,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1159,moch,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1160,mock,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1161,mocky,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1162,soup taker ,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1163,ping pang,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1164,Argie,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1165,azn,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1166,anchor baby,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1167,Anglo,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1168,AmeriKKKan,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1169,Afro-Saxon,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1170,Americoon,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1171,Africoon,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1172,camel cowboy,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1173,pogue,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1174,lowlander,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1175,stump jumper,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1176,moky,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1177,kyke,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1178,redskin,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1179,ocker,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1180,chili shitter,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1181,net head,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1182,boonie,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1183,dinge,0.0,1.0,0.0,0.0,0.0,0.0,0.0
